,Job_Role,Company,Location,Job Experience,Skills,Job_Description
2039,Data Engineer GCP,Essenware Private Limted,Pune,6-8,"Data migration, GCP, Cloud, Oracle, Apache, Teradata, Analytics, SQL",Active Google Cloud Data Engineer Certification . Data migration experience from on pri...
2040,Senior Data Engineer - Scala Core + Python - AVP,Deutsche Bank,Pune,8-13,"UI development, Data analysis, Coding, Machine learning, Agile, Healthcare, JIRA, SDLC","Experience with development utilising SDLC tools - Git, JIRA, Artifactory, Jenkins / Te..."
2041,Data Engineer (Jr/Sr/Lead),Vizolt Tech Solutions,"Bangalore/ Bengaluru, Karnataka",3-8,"Airflow, SCALA, Spark, AWS, Python, Data Engineering, Jrss, SR","Role & responsibilities Design and build reusable components, frameworks and libraries ..."
2042,Hiring For Java Data Engineers with Scala at Coforge,Coforge,"Hybrid - Bangalore/Bengaluru, Greater Noida, Uttar Pradesh",7-10,"java, scala, SQL, data engineering, Hiring, Data, Engineering, For Java",Experience Required:- 7 to 10 Years Skills and experience we are looking for . Experien...
2043,Data Engineer || Job Opportunity with Coforge NIIT Technologies,Coforge,"Bangalore/Bengaluru, Greater Noida",3-7,"snowflake, aws, sql, lambda expressions, Glue, matillion, Express, Data",Understanding of design concepts and experience in implementing data solutions covering...
2044,R&D Data Engineer,Milestone Internet Marketing,"Ahmedabad, Gujarat, Bangalore/Bengaluru",3-7,"Data Science, python, Cloud Computing, data engineering, Azure, GCP, AWS, Cloud","You would be expected to:1. Working closely with product team to create, test next gene..."
2045,Data Engineer - Analyst,Meredith,Bangalore/Bengaluru,1-2,"Data analysis, Data modeling, SQL Tuning, Schema, OLAP, Business intelligence, Pentaho, Monitoring",The ideal candidate will have 2+ years of experience developing and designing large-sca...
2046,Data Engineer - Analyst,Dotdash Meredith,Bangalore/Bengaluru,1-2,"Data analysis, Data modeling, SQL Tuning, Schema, OLAP, Business intelligence, Pentaho, Monitoring",The ideal candidate will have 2+ years of experience developing and designing large-sca...
2047,Urgent opening For Engineer- Data analytics (Process Digital Twin),Reliance Industries (RIL),Navi Mumbai,2-7,"Data Analysis, Data Analytics, data management system, Data Visualization, MATLAB, Python, Process, Digital",Position- Engineer- Data analytics (Process Digital Twin). Industry- Oil and Gas. Locat...
2048,Cloud Data Engineer (Innovation),Deutsche Bank,Pune,8-13,"Product management, Business transformation, Payment processing, GCP, Machine learning, Cloud, Agile, Operations",Working experience of Infrastructure as Code (Terraform Enterprise) . Experience of wor...
2049,Data Engineer - Hadoop/GCP,Deutsche Bank,Pune,8-9,"Unix, Coding, data security, Data quality, Agile methodology, Unit testing, Pentaho, Analytics",". Proficient in Hadoop, Python, Spark, SQL, Unix, Pentaho, HiveSkills Experience . More..."
2050,GCP Data Engineer (3+ Years) | Permanent WFH/Remote,Techno Compass Consulting,Remote,3-8,"BigQuery, Gcp Cloud, Google Cloud Platforms, ETL, Cloud Spanner, SQL, Jenkins, Data Model","Design & Develop data pipelines, ETL & data integration workflows using GCP services li..."
2051,Data Engineer: Data Modeling,IBM,Pune,2-5,"Business analysis, Data modeling, Conflict resolution, Agile, Teradata, Programming, SQL scripting, Unix shell scripting","Proven in Relative estimation, Story-based development . Proficient in leading Iteratio..."
2052,DATA Engineer - BI,Skillmine Technology Consulting Pvt. Ltd.,Hyderabad/Secunderabad,4-6,"business intelligence, Computer science, Postgresql, Data warehousing, AWS, Science, Computer, Data Engineering","Experience with cloud service providers Glue, step function, lambda, S3, Redshift Exper..."
2053,Data Engineer II,AMERICAN EXPRESS,Gurgaon/Gurugram,5-8,"Career development, Automation, Cognos, Financial planning, Flex, data integrity, Troubleshooting, Forecasting",Flexibility to work during 1:30 to 9:30 pm shift. Critical Factors to Success: . Busine...
2054,Data Engineer: Data Warehouse,IBM,Pune,2-5,"Unix, Production support, Debugging, Agile, SQL, Control-M, Stored procedures, Data warehousing","In this role, you ll work in our IBM Client Innovation Center (CIC), where we deliver d..."
2055,Data Engineer,Rockwell Automation,Pune,3-6,"Order management, Supply chain, Business process, ERP, Automation, SAP, Business analytics, VB","Bachelors degree in IT, Business, Supply Chain or Industrial Engineering preferred othe..."
2056,Azure Data Engineer,BCG,Remote,8-13,"Azure data engineer, Pyspark, Pytest, Azure Databricks, Azure Data Lake, azure data factory, Python, Data Lake","Python, Pyspark, Pytest and Great Expectations are must havesMinimum 7 to 8 years of re..."
2057,Data Engineer I ( SE - 1 ),Yatra.com,New Delhi,1-4,"NoSQL, Linux, Django, MySQL, System design, MongoDB, test driven development, SQL",As an Data Engineer you will help data scientists and other teams to develop highly sca...
2058,Data Engineer,Tech Mahindra,"Hybrid - New Delhi, Delhi, Gurgaon/ Gurugram, Haryana",6-11,"python, SCALA, Spark, sql, Data Engineering, Data",Should be hands-on in PL / SQL Able to write complex SQL queries. Experience in SQL Ser...
2059,Sr Data Engineer,Adidas,"Gurgaon/Gurugram, United States (USA)",7-12,"Supply chain, Business administration, Team management, data domain, Data modeling, SAP BW, Data analytics, Team building",Proven working experience in building real-time and batch data integration pipelines in...
2060,Data Engineer,FIVE STAR Business Finance,Chennai,3-4,"MS SQL, Data analysis, Linux, Postgresql, MySQL, OLAP, Business intelligence, Troubleshooting",Working experience in AWS Redshift database would be ideal and basic cloud infrastructu...
2061,Azure Data Engineer || UK Based IT Co - Hyderabad,Jinisha Janardanan Nair,Hybrid - Hyderabad/Secunderabad,7-12,"Azure Data Factory, Azure Databricks, Azure Cloud Services, Uk, Cloud, Factory, Data, Azure Cloud",Experience with Azure services and worked on Azure data projects Experience with Azure ...
2062,Senior Data Engineer- ETL,BNP Paribas,Chennai,10-12,"Unix, Linux, Data management, Wealth management, Analytical, Oracle, Virtualization, Analytics",Bachelor Degree or equivalent . Senior Data Engineer is expected to provide guidance to...
2063,Data Engineer,SAM Manpower Career Services Llp,Hyderabad/Secunderabad,3-5,"Data Engineer, ADF, Azure Functions, Javascript, Cosmos, Machine Learning, Azure Devops, Python","Experience in Python, Azure Functions and JavaScript , Machine Learning , Azure Devops ..."
2064,HCL hiring For GCP Data Engineer,HCLTech,"Hybrid - Chennai, Tamil Nadu",4-9,"GCP, Bigquery, SQL, Hiring, Data",Hands-on experience in Google Cloud (BigQuery). Strong SQL programming knowledge and ha...
2065,IT Data Engineer - Manager,Boston Consulting Group,New Delhi,7-9,"Computer science, Product engineering, Database design, Postgresql, MySQL, Agile, Agile methodology, Customer service",Experience on data visualization and / or ability to present data analytics in an insig...
2066,IGT || Data Engineer || Remote,IGT Solutions,Remote,4-8,"Data Engineering, SQL Coding, aws, Python, Coding, Remote, Data, SQL",Roles and Responsibility :-1)Database Development-develop and maintain database jobs fo...
2067,India Market Unit - Data Engineering - 11,Accenture,Ahmedabad,2-4,"Data Engineering, JavaScript, Informatica, SQL, Python, NoSQL, Data quality, QlikView","Responsibilities: Connecting to Data sources, importing data, and transforming data for..."
2068,India Market Unit - Data Engineering - 09,Accenture,Ahmedabad,2-4,"Informatica, Business intelligence, SQL, Javascript, Python, Azure, Data Engineering, Scala","Responsibilities: Connecting to Data sources, importing data, and transforming data for..."
2069,Sr Data Engineer,Randstad,"Hybrid - Pune, Maharashtra",5-10,"Pyspark, Kinesis, Aws Glue, spark, Glue, Data Engineering, SR, Data",Job Opening: Job Title: Sr Data EngineerLocation: Pune (Viman Nagar)Job Description:As ...
2070,Lead Data Engineer - Mumbai / Kolkata - MNC,PES Hr Services A Div Of Amal Infosystems,"Hybrid - Kolkata, Mumbai (All Areas)",8-13,"Data Engineering, Aws Glue, SQL, Snowflake, Python, Data Transformation, Aws Cloud, Advance Sql",Microsoft Data Pipeline experience (SSIS) (optional) Experience: 8+ years
2071,Data Engineer - Sidbi,National Institute for Smart Government (NISG),"Kolkata, West Bengal, Chennai",8-10,"data modeling, Nosql Databases, data visualization, analytics, Power Bi, predictive analytics, data warehousing, Tableau",Role & responsibilities Develop database solutions to store and retrieve company inform...
2072,Lead Data Engineer,Merck Sharp & Dohme (MSD),Pune,9-14,"Business process, Business transformation, Data management, Data modeling, Data quality, Manager Quality Control, Information management, Business intelligence","Bachelors Degree or equivalent experience in a relevant field such as Mathematics, Comp..."
2073,Industrial Data and Cloud Computing Engineer,Siemens,Gurgaon/Gurugram,5-10,"Linux, Analytical, Machine learning, Instrumentation, Profibus, Monitoring, Analytics, SQL","Bachelor sor master s degree in computer science, Electrical Engineering, Electronics, ..."
2074,Principal Data Engineer,Zoom Info,Chennai,8-10,"Data modeling, GCP, Cloud Services, MySQL, Agile, data visualization, AWS, Analytics","As a Data Engineer, youll have a key role in building and designing the strategy of our..."
2075,"Manager, Data Engineering",Zoom Info,Chennai,3-7,"Team management, GCP, TDD, Cloud Services, Agile, Data structures, data visualization, Analytics",Experience with data cloud warehouse solutions (like Bigquery/ Redshift/ Snowflake)Expe...
2076,Data Engineer (SQL and DAX)- Pune Bavdhan - office JOB,Team Plus Staffing Solution,"Pune, Maharashtra(Bavdhan)",4-9,"Data Engineer, Etl Process, Dax, SQL, Data Engineering, ETL, Office, Data","SQL and DAX. data models, data warehouses, and ETL processes. MySQL, PostgreSQL, or Mic..."
2077,DATA Engineer,Mitsui OSK Lines (MOL),Kolkata,6-8,"Business process, Analytical, SSRS, SQL Server integration services, OLAP, data visualization, SSIS, Analytics",Expert knowledge of data visualization tools . . . . Work experience in ADF and Alteryx...
2078,Finance Transformation Program - IT Data Engineer Manager,Boston Consulting Group,New Delhi,6-9,"Production support, RDBMS, Information security, MySQL, Agile, Application development, Oracle, Teradata","Bring a data-driven approach to decision making, both in day-to-day management and in m..."
2079,Data Engineer,Schneider Electric,Mumbai,7-15,"NoSQL, Data management, Data modeling, Programming, Informatica, data visualization, Continuous improvement, Analytics","Competencies . - Masters technical ingestion tool chain : ETL, data pipelines, staging ..."
2080,GCP Data Engineer,Essenware Private Limted,Pune,2-5,"Project development, Matrix, Production support, Compliance, GCP, KPI, Mentor, software quality","To ensure successful initiation, planning, execution, control and completion of the pro..."
2081,AWS Data Engineer,Essenware Private Limted,Chennai,5-8,"metadata, GIT, orchestration, spark, Deployment, Data analytics, AWS, Solution Architect",. Must have minimum 5+ years of experience as AWS Data Engineer . Nice to have AWS Cert...
2082,Associate Tech Specialist (Data Engineer),Essenware Private Limted,Pune,1-3,"Project implementation, Matrix, Production support, Manager Technology, Mentor, Management, Data Engineering, Technical analysis",WORK WITH the project team TO identify AND harness technical resources AND capabilities...
2083,Data Engineering,Adidas,Gurgaon/Gurugram,2-7,"Data analysis, Team management, Data management, Analytical, Agile, Data structures, Business intelligence, Resource management","Allocates the different work to the respective employees considering experience, comple..."
2084,Senior Data Engineer,Adidas,Gurgaon/Gurugram,7-10,"Data analysis, Team management, Data management, Database design, Machine learning, Agile, Data structures, Test cases","Global IT Respective business function (GOPS, Finance, HR, Brand Marketing, Wholesale /..."
2085,Data Engineering Manager,Hoffmann-La Roche,Pune,4-6,"Operations management, Interpersonal skills, Staffing, Project management, Agile, Healthcare, Training and Development, Solution delivery",Engineering Manager is a critical leadership role in our Data Engineering team This is ...
2086,Lead - Data Science & Engineering Unit/Senior Lead,Bajaj Finserv Ltd.,Pune,3-7,"Business process, Team management, data science, Customer satisfaction, Bfsi, Agile, Stakeholder management, Analytics","Strong educational background in mathematical, statistical, data science, Tier . 1, 2 c..."
2087,Senior Data Engineer I ( SSE - 1 ),Yatra.com,New Delhi,2-6,"Linux, Coding, Django, MySQL, System design, Project planning, test driven development, SQL","Alongwith, the role also requires very good analytical skills, ability to debug problem..."
2088,Senior Data Engineer II ( SSE - 2 ),Yatra.com,New Delhi,4-8,"data engineer ii, Linux, Coding, Django, MySQL, System design, Project planning, test driven development","Alongwith, the role also requires very good analytical skills, ability to debug problem..."
2089,Data Engineer II,Yatra.com,New Delhi,3-6,"Linux, data engineer ii, Django, MySQL, System design, MongoDB, test driven development, SQL",As an Data Engineer you will enable various teams to develop highly scalable services b...
2090,Data Engineer(Scala/Python),Essenware Private Limted,Gurgaon/Gurugram,5-10,"SQL queries, spark, Postgresql, SCALA, Programming, PLSQL, Python, SQL",Experience in SQL Server or PostgreSQL . Should be hands-on in PL / SQL . . DB / SQL ex...
2091,Data Engineer,Taskus,"Mumbai, Mohali, Indore, Navi Mumbai, Gurgaon/Gurugram",5-6,"BPO, metadata, Data modeling, Informatica, SSIS, Teradata, Information technology, Monitoring",. - We need someone who has a Bachelor s degree in Computer Science (have an MBA or MS ...
2092,IT Senior Data Engineer,Boston Consulting Group,New Delhi,3-7,"Product engineering, Database design, Postgresql, MySQL, Agile, Customer service, Apache, JIRA","Develop and maintain architectural standards, best practices, and measure compliance . ..."
2093,Data Engineer,Adidas,"Gurgaon/Gurugram, United States (USA)",5-10,"Data analysis, Team management, Data management, Database design, Data structures, Business intelligence, Resource management, Data warehousing",Four-year college or university degree with focus on Business Administration or IT or r...
2094,Data Engineer,Adidas,"Germany, Gurgaon/Gurugram, United States (USA)",5-10,"Data analysis, Team management, Data management, Test scripts, Database design, Agile, Data structures, Test cases","Allocates the different work to the respective employees considering experience, comple..."
2095,Consultant - Data Engineering,General Mills,Mumbai,5-8,"Supply chain, Automation, SAP, Consulting, Scheduling, Business intelligence, Data mining, Analytics",Experience with agile techniques or methods . Work effectively in a distributed global ...
2096,Network Data Engineer,Essenware Private Limted,Pune,4-7,"Wireless, Relationship management, VMware, C++, Perl, IOS, cisco, Asa",Expert knowledge of Cisco switch and router hardware (ASR 9000 and Nexus 9000 and 7000 ...
2097,Data Engineer,Adidas,Gurgaon/Gurugram,5-7,"Data analysis, Team management, Data management, Database design, Data structures, Business intelligence, Resource management, Data warehousing","Allocates the different work to the respective employees considering experience, comple..."
2098,Senior Manager - Data Engineering,Agile Airport Services,Gurgaon/Gurugram,3-9,"Customer acquisition, github, Analytical, Integration testing, Cloud, Infrastructure, Troubleshooting, Operations","Build and monitor required infrastructure for optimal extraction, transformation and lo..."
2099,Engineering Manager (TPO) - Distributed Data Systems,Mindtickle,Pune,8-11,"Golang, Java, Product Management, Software Development, Software Engineering, C + +, Continuous Improvement, Engineering Manager",Bachelors degree in Computer ScienceYou are an engineer at heart who understands and hi...
2100,Data Engineer,Michelin,Pune,3-6,"spark, Cloud, SCALA, Data collection, Infrastructure, Database, Deployment, Sensors",Provides technical assistance to users. Must have Skills: . Any cloud (Azure Preferred)...
2101,Market Data Engineer,Deutsche Bank,Mumbai,2-5,"Automation, Diversity and Inclusion, Banking, Manager Technology, market data, Training and Development, Assistant Vice President, Operations","Your skills and experience Good communication skills, both written and verbal with expe..."
2102,Azure Data Engineer,Vgosh Info,Chennai,5-10,"Interpersonal skills, Time management, SSRS, QlikView, SSIS, microsoft, Analytics, SQL","The Azure Data Engineer is responsible for building, implementing and supporting Azure ..."
2103,Senior Data Engineer,Hoffmann-La Roche,Pune,2-5,"MS SQL, GIT, Data modeling, Agile, Healthcare, Informatica, Oracle, Apache",Experience in Snowflake or similar technologies (building data warehouses using MS SQL ...
2104,"Data Engineer II, Global GBS - Analytics COE",Heinz India,Ahmedabad,4-8,"Data management, Nutrition, GCP, Analytical, Javascript, Agile, Analytics, SQL","Bachelors Degree or higher in Computer Science, Statistics, Business, Information Techn..."
2105,Data Engineer,Adidas,Gurgaon/Gurugram,5-7,"Data analysis, Team management, Data management, Test scripts, Database design, Agile, Data structures, Test cases",Four-year college or university degree with focus on Business Administration or IT or r...
2106,Senior Data Engineer,Bajaj Finserv Ltd.,Pune,2-6,"Performance tuning, Automation, Data management, Debugging, Deployment, Oracle, Technical support, Testing",Would be required to support our Oracle DB Initiatives Would be the responsible for any...
2107,Power Plant Data Process Engineer,Siemens,Gurgaon/Gurugram,3-7,"Computer science, Plant operations, Data management, Analytical, Siemens, Continuous improvement, Information technology, IEEE","You will be working closely with our teams in Berlin, M lheim andOrlando to ensure the ..."
2108,"Fleet Data Management (FDM), Power Plant Data Process Engineer",Siemens,Gurgaon/Gurugram,3-7,"Computer science, Plant operations, Data management, Analytical, Siemens, Continuous improvement, Information technology, IEEE","You will be working closely with our teams in Berlin, M lheim andOrlando to ensure the ..."
2109,Data Engineer,Adidas,Gurgaon/Gurugram,2-7,"Data analysis, Team management, Data management, Analytical, Agile, Data structures, Business intelligence, Resource management",Four-year college or university degree with focus on Business Administration or IT or r...
2110,Senior Data Engineer,Adidas,Gurgaon/Gurugram,5-10,"Relationship management, Data analysis, Team management, Data management, Agile, Business intelligence, Resource management, Stakeholder management",Four-year college or university degree with focus on Business Administration or IT or r...
2111,Data Engineers- Fresher Hiring,Mayflower Consultancy,Bangalore/Bengaluru,0-0,"python, Data, Hiring, Data Engineering",Date of Joining: Immediate . Salary: 3 LPA . Employment Type: Full time . Experience: F...
2112,BigData developer For Onsite location (4 To 10 years),ITC Infotech,Saudi Arabia,5-10,"bigdata developer, spark, Cloudera, SCALA, Hive, mapreduce, Kafka, sql","Dear Candidate, We are looking for Lead Big Data Developer for our own organization i.e..."
2113,Data Analytics Manager - Machine Learning Algorithms,Okda Solutions,Bangalore/Bengaluru,9-14,"Data Ingestion, DataLake, BigQuery, Artificial Intelligence, Google Cloud Platform, Big Data, Data Analytics Manager, Data Analytics",- Prefer experience in managing BIA Technology Platforms and solutions . - Prefer exper...
2114,Azure Data Factory,Eteam,Bangalore/Bengaluru,3-8,"C++, NoSQL, spark, Cloud Services, Workflow management, SCALA, big data, SQL","Experience with big data tools: Hadoop, Spark, Kafka, etcExperience with relational SQL..."
2115,Azure Data Factory,Eteam,Bangalore/Bengaluru,3-8,"C, NoSQL, spark, Cloud Services, Workflow management, SCALA, big data, SQL","Experience with big data tools: Hadoop, Spark, Kafka, etc. Experience with relational S..."
2116,Sr. Data Analyst,Bobble App,"Gurgaon, Bengaluru",2-7,"Computer science, Data analysis, Interpersonal skills, spark, Analytical, MySQL, Data Analyst, big data",Bachelors in Computer Science andor Mathematics from Tier 1 instituteRequired Education...
2117,Data Analyst IV,Skillmine Technology Consulting Pvt. Ltd.,Hybrid - Bangalore/Bengaluru,7-10,"Data Analysis, Power BI, Big Data, Data Mining, Tableau, SQL, Python, Data","dataset structure, data quality, and appropriate analysis use cases.Execute sophisticat..."
2118,SAP Principal / Senior Consultant - Master Data Management,cbs Corporate Business Solutions,Hybrid - Bangalore/Bengaluru,5-8,"Sap Master Data Governance, MDM, Big Data, IS, Sap Hana, master data management, abap, MDV",At least 8 years of professional experience in the area of Master Data ManagementAt lea...
2119,"Manager, Data Science 1",Xoom,"Chennai, Bangalore/Bengaluru",1-3,"Analytical skills, Team leading, Analytical, data visualization, Management, big data, Operations, Analytics",Experience as either a manager or Lead Decision Scientist / Lead Data Scientist / Analy...
2120,Technical Lead - Data - bizessence,Bizessence,Bangalore/Bengaluru,8-13,"Data migration, Data modeling, Coding, Architecting, Business intelligence, big data, AWS, Financial services",An ideal candidate is expected to have a flair for fast learning and coding. This posit...
2121,Presales Data Analytics,Net Connect,Bangalore/Bengaluru,8-11,"Consultative sales, Retail, Bfsi, Analytical, Manager Technology, Presales, Data analytics, big data",Requirements: . 8+ years of experience in IT or data & analytics space with a balanced ...
2122,Data science with Statistics Professional,Skillety,Bangalore/Bengaluru,1-3,"deep learning, data science, Staffing, Analytical, Machine learning, Programming, Data mining, big data",. . . . . Should possess extensive knowledge of and experience in applying data mining ...
2123,Consultant - Data Science,Feham Hr Solutions,Bangalore/Bengaluru,5-7,"Machine Learning, Deep Learning, Python, SQL, Pyspark, Big Data Environments, SCALA, Machine",Experience : 4.5 to 7 yrs Machine learning- Expert -min of 4.5 yrs Python- Expert -min ...
2124,Product Data Analyst,4CRisk.ai,Bangalore/Bengaluru,4-9,"Data analysis, Data research, Compliance, MySQL, Agile, Data Analyst, Data analytics, big data",We are looking for a Product Data Analyst to further use the regulatory data to drive p...
2125,Senior Analyst (Strong in SQL and Data Analysis + Digital Wallet),Serving Skill,Bangalore/Bengaluru,4-8,"SQL, SQL queries, Hive, project management, Digital wallet, relationship management, Data Analysis, ETL",Roles & ResponsibilitiesWork closely with a team of x-functional payment compliance sta...
2126,Data Science Product Manager,Seven Consultancy (HR Solution),Bangalore/Bengaluru,15-20,"Product management, Computer science, data science, big data analytics, Analytical, Consulting, product life cycle, Product design",Develop deep analytical insights to inform and influence product roadmaps and business ...
2127,Data Science Manager,Seven Consultancy (HR Solution),Bangalore/Bengaluru,5-10,"data science, big data analytics, Workflow management, Consulting, Machine learning, Infrastructure, Programming, Data structures",1.Python Programming 2.Strong OOPS Concepts 3.Strong knowledge in CS fundamentals - Dat...
2128,Data Analyst (SQL),Serving Skill,Bangalore/Bengaluru,5-8,"Data Analysis, T-SQL, Minerva, Hive databases, ETL, SQL, Analysis, Data",Roles & ResponsibilitiesWork closely with a team of x-functional payment compliance sta...
2129,"Data Analyst (SQL, HIVE, ETL)",Serving Skill,Bangalore/Bengaluru,5-8,"SQL, T-SQL, SQL queries, Hive, Data Analyst, click stream data, SQL scripting, ETL",Roles & ResponsibilitiesWork closely with a team of x-functional payment compliance sta...
2130,"SQL Analyst (HIVE, Click Stream Data)",Serving Skill,Bangalore/Bengaluru,5-8,"SQL, T-SQL, Hive, project management, ETL, SQL scripting, Data, Streams",Roles & ResponsibilitiesWork closely with a team of x-functional payment compliance sta...
2131,Data Processor,Talent Folks,Bangalore/Bengaluru,2-5,"SQL queries, Automation testing, Linux, Operating systems, Hadoop, big data, Operations, bash scripting","Hands-on with any programming language, preferably Python Good knowledge of Big Data te..."
2132,Sr Cloud Data Analytics,Anicalls,Bangalore/Bengaluru,5-9,"Monitoring tools, Cloud, Programming, Data analytics, Informatica, Teradata, big data, Data warehousing","Proficient in programming languages (Python, Java, etc.)Proficient in integrating struc..."
2133,Data Science Expert (Algorithm Expert(NLP)),Skillety,Bangalore/Bengaluru,2-6,"Mining, Basic, data science, Staffing, Machine learning, Programming, Manager Technology, Natural language processing","Responsible for various basic NLP algorithms required for search and AI, including but ..."
2134,Data Analyst,Xpheno,Bangalore/Bengaluru,3-6,"Data analysis, Report writing, Agile development, Consulting, Database, Business intelligence, big data, SQL","Bachelors or Masters degree in Mathematics, Computer Science, Physics or Statistics . P..."
2135,"Cloud Data Engineer / Architect Opportunity At Wolters Kluwer, Pune",Wolters Kluwer,"Hybrid - Pune, Maharashtra",7-11,"Azure, Architecture, Architect, Cloud Data Architect, cloud security, Azure RBAC/POSIX-ACL, data streaming and reporting solutions, networking","Dear Candidate, We are looking forward to hire experts -Senior Cloud Data Engineer / Ar..."
2136,SQL Data Analyst,Essenware Private Limted,Hyderabad/Secunderabad,7-12,"Data analysis, Payroll, Excel, Market research, Data quality, Data Analyst, Reporting tools, SQL",Determining mismatches between the input and output as well as overall quality of the m...
2137,Data Analytics Manager - II,CBRE,Hyderabad/Secunderabad,15-17,"Business process, Data analysis, data science, Analytical, XML, Data analytics, Manager II, Information technology",. EDUCATION and EXPERIENCE . Bachelors degree (BA / BS) from four-year college or unive...
2138,Specialist - Data Science - GMO,Dr Reddys,Hyderabad/Secunderabad,2-6,"Computer science, advanced analytics, SAS, data science, Analytical, Machine learning, Javascript, Analytics",MBA is a plus . Strong skills in data science with deep understanding of ML / DL modell...
2139,Data Science Lead,Dr Reddys,Hyderabad/Secunderabad,2-5,"Computer science, advanced analytics, digital analytics, Prototype, Simulation, Machine learning, Agile, Operations",". Good understanding of Digital analytics . Strong communication skills, orally and in ..."
2140,Data Science Lead,Dr Reddys,Hyderabad/Secunderabad,2-5,"Pilot, deep learning, Prototype, Simulation, data science, Machine learning, model development, Operations","Develope advance understanding of business obstacles, create solutions based on analyti..."
2141,Bigdata Engineer,Paytm,Noida,2-6,"cassandra, Debugging, SCALA, Data structures, Product design, Troubleshooting, big data, Analytics","Experience with BI Tools like AWS QuickSight, Dashboarding and Metrics . Strong hands-o..."
2142,Senior Machine Learning Engineer,IBM,Bangalore/Bengaluru,5-7,"Java, scikit-learn, Scala, Machine learning, Python, Tensorflow, Kubeflow, PyTorch","As a Data Scientist at IBM, you will help transform our clients data into tangible busi..."
2143,Hardware System Test Engineer - Virtualization Squad,IBM,Bangalore/Bengaluru,5-8,"Memory Management, Troubleshooting, SDLC, Linux, VIOS Administration, RTC, LVM, Agile methodologies","Software Developers at IBM are the backbone of our strategic initiatives to design, cod..."
2144,Sr. MLOps Engineer,IBM,Bangalore/Bengaluru,7-8,"Java, MLOps, Docker, spark, Python, Kafka, data engineering, Kubeflow",2+ years experience in supporting AI / ML workloads in production with a focus on model...
2145,Senior Software Engineer (Software Development Professional),IBM,Bangalore/Bengaluru,3-6,"S3, Software Development, AI/ML, Swift, c++, python, c, big data analytics",Good debugging skills both live system and offline core files Proficiency in advanced n...
2146,Lead Data Scientist - Life Insurance,Serving Skill,Mumbai,8-12,"Data Science, Java, C++, R, Statistical analysis, Big Data, Data Visualization, Machine Learning","Qualifications. - A Bachelors or Masters degree in data science, computer science, stat..."
2147,Solution Engineer,Vunet Systems,"Mumbai, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",2-7,"Linux, JMX, Networking, Financial inclusion, Machine learning, MongoDB, application architecture, big data",. Use the Big Data and AI driven features of vuSmartMaps to provide solutions that will...
2148,Observability Engineer,Vunet Systems,"Mumbai, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",2-7,"Monitoring tools, Excel, Financial inclusion, big data analytics, Machine learning, Incident management, big data, digital transformation",Flexible to work in shifts that includes night shift . Experience in working at NOC / C...
2149,Senior Analytics Engineer,Bairesdev Llc,Remote,7-9,"hive, spark, Hadoop, Database, business rules, data visualization, big data, Analytics","1+ year working in Analytics Engineering. - Experience with people analytics, streaming..."
2150,Senior Developer / Technical Lead (Data Engineering),Itsoli India,"Hybrid - Bangalore/ Bengaluru, Karnataka",6-11,"Data Engineering, Azure Data Factory, Azure Synapse, Spark Programming, Sql Programming, Azure Databricks, Azure Data Platform, Azure Data Lake",they should make the world a better place Qualification: Any Graduate / Post Graduate (...
2151,Data Scientist,Capital Placement Services,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",2-7,"Computer science, Operations research, Machine learning, Agile methodology, Predictive modeling, Data mining, Forecasting, Monitoring","Experience with predictive modeling, deploying, and monitoring ML solutions in an itera..."
2152,Data Scientist,Aspire Systems,"Kochi/Cochin, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",3-8,"Unstructured Data, Nlp, Data Scientist, Data Visualization, Keras, Computer Vision, Deep Learning, Python",Identify valuable data sources and automate the collection processes Undertake pre-proc...
2153,Data Architect/LDS,Cyient,Hyderabad/Secunderabad,10-15,"Data analysis, Semiconductor, Aerospace, Machine learning, Healthcare, Data mining, SQL, Python",Should have 10-15 years hands-on experience in algorithms and implementation of analyti...
2154,Principal Data Architect - Hadoop/Data Ingestion,Mithra HR Consulting,Delhi / NCR,10-12,"AWS, Data Ingestion, DataLake, Azure, Data Engineering, Hadoop platform, Scala, Hadoop","You will architect, design, estimate, develop and deploy cutting-edge software products..."
2155,Azure (Data) Architect,Kiash Solution Llp,"Hyderabad/Secunderabad, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka",8-13,"Azure Data Lake, Azure Migration, SQL Azure, Azure Security, azure, Azure Data Factory, Data Engineering, ADF","Azure, ETL tool, data bricks, Create database objects and maintain referential integrit..."
2156,Senior Data Architect,Sun Life,"Hybrid - Bangalore/ Bengaluru, Karnataka(Laxmipura)",14-21,"MDM, Data Architecture, Airflow, Pyspark, Kafka, Redshift Db, Informatica, Trillium",Preferred candidate profile . BE / BTech or equivalent computer science masters degree ...
2157,Big 6 Organization || Data Analyst & MIS (Contractual),Virtuoso Staffing Solutions,"Lucknow, Uttar Pradesh",5-10,"IT Data Analysis, MIS Preparation, Government Projects, Public Sector, Urban Infrastructure, MIS Reporting, Public, MIS",Experience of working with Government Institutions especially in Urban Development Depa...
