,Job_Role,Company,Location,Job Experience,Skills,Job_Description
465,Business Analyst,Disha Consultants,Bangalore/Bengaluru,5-10,"Business Analyst, Agile scrum, Business analysis, Scrum, Agile","Working experience on Agile Technologies, wireframe, Scrum etc. Qualification"
466,Business Analyst,Indegene,Bangalore/Bengaluru,3-5,"Automation, Marketing analytics, Excel, Business Analyst, Pharma, Focus, Vendor assessment, Manager Technology",Bachelor s degree from an accredited college / university Master s degree from premier ...
467,Business Analyst,Exioms,Hyderabad,3-8,"Business process, Computer science, Manager Client Servicing, Usage, Matrix, Business Analyst, Project management, Project planning",Solid understanding of the requirement analysis and client servicing . . Ability to rap...
468,Business Analyst,Virinchi Technologies,"Hyderabad/ Secunderabad, Telangana",2-4,"MS Visio, Infosec, Auditing, business requirements, business analysis, Requirements, Analysis, Microsoft",2 -4 Years of experience as Business Analyst (For Networking Team as a Coordinator) Mul...
469,Business Analyst,N-Axis Software Technologies Pvt Ltd,"Hyderabad, Hyderabad/Secunderabad",5-8,"development, project manager, uml, enterprise architecture, project, analyst, objectives, units",UML Knowledge is a must
470,Business Analyst,N-Axis Software Technologies Pvt Ltd,"Hyderabad, Hyderabad/Secunderabad",2-5,"development, processes, project manager, uml, liaise, enterprise architecture, analyst, units",UML Knowledge is a must
471,Business Analyst,Autodit,Hyderabad/Secunderabad,1-3,"Sales, Excel, Business Analyst, Time management, Analytical, Project management, Customer service, Powerpoint",The Role is Open to Freshers & those young folks looking for career transitionYou shoul...
472,Business Analyst,N Axis Software,Hyderabad/Secunderabad,2-7,"Business Analyst, business analysis",Contribute to enterprise architecture development from a business needs point of view. ...
473,Windchill PLM Business Analyst,Fusion Plus Solutions,Hyderabad/Secunderabad,5-10,"PLM, Business Analyst, Business analysis, Windchill",Minimum 5+ years of experience working as Business Analyst in Windchill PLM Expert in W...
474,Business Analyst,Fusion Plus Solutions,Hyderabad/Secunderabad,6-8,"Business Analyst, Management, business analysis",Need 6-8 years of experience
475,Business analysts-Jira,Fusion Plus Solutions,Hyderabad/Secunderabad,5-8,"Service tax, Business Analyst, MS Visio, Billing, Agile, Gap analysis, Financial risk management, Stakeholder management",Experience with working in Agile / Waterfall methodology . . . . Ability to progress wo...
476,Business analysts,Fusion Plus Solutions,Hyderabad/Secunderabad,5-8,"Service tax, Business Analyst, Mortgage, Billing, Banking, Agile methodology, Vendor, microsoft",Minimum 5 years Core Business BA experience . . Requirement Gathering . . Stakeholder M...
477,Business Analyst(KYC),Fusion Plus Solutions,Hyderabad/Secunderabad,1-4,"remediation, SQL queries, Manager Quality Assurance, Business Analyst, Manager Technology, UAT, Agile methodology, Research",Experience in agile methodology
478,Business Analyst with Airline domain,Fusion Plus Solutions,Hyderabad/Secunderabad,1-4,"Partner development, Interpersonal skills, Business Analyst, Agile, Management, interpersonal skill, interpersonal, business analysis",Minimum of 8 years experience as Business Analyst in Airline domain . . 3+ years of exp...
479,Business Analyst in Airline domain,Fusion Plus Solutions,Hyderabad/Secunderabad,1-4,"Partner development, Interpersonal skills, Business Analyst, Agile, Management, airlines, business analysis, interpersonal",Minimum of 8 years experience as Business Analyst in Airline domain . Airline Domain ex...
480,Business Analyst (BODS),Fusion Plus Solutions,Hyderabad/Secunderabad,2-5,"Analytical skills, Business objects, Data migration, data services, SAP, Business Analyst, Architecture, SQL",. . . Should have worked on preparation of Technical Specification documentsExperience ...
481,Business Analyst,Fusion Plus Solutions,Hyderabad/Secunderabad,3-10,"Relationship management, Business analysis, Analytical, CMS, Agile, Test scenarios, Visio, microsoft",3 -5 years of relevant experience on VisionPLUS (atleast CMS/ FAS/ TRAMS/ MBS) and surr...
482,Business Analyst,Fusion Plus Solutions,Hyderabad/Secunderabad,1-4,"Business Analyst, Business analysis, UAT, Taxation, analysis","Mandatory Skills Business analysis, Requirements elicitation, User Story Documentation,..."
483,Business Analyst,Fusion Plus Solutions,Hyderabad/Secunderabad,1-4,"Business Analyst, Mortgage, Banking, Agile methodology, Stakeholder management, JIRA, agile, business analysis",Minimum 5 years Core Business BA experience . . Requirement Gathering . . Stakeholder M...
484,Business Analyst,Fusion Plus Solutions,Hyderabad/Secunderabad,5-10,"Business process, Economics, HPCL, Chemical, Business Analyst, Business analysis, Techno functional, Statistics",Minimum . . . Experience: 5-6 years of experience in business analysis and well versed ...
485,Business Analyst,Fusion Plus Solutions,Hyderabad/Secunderabad,6-12,"remediation, SQL queries, Manager Quality Assurance, Business Analyst, Banking, Manager Technology, Agile methodology, Research",Must The candidate needs to have experience in Banking/ Financial Services industry and...
486,Business Analyst,Fusion Plus Solutions,Hyderabad/Secunderabad,5-8,"Business Analyst, Enterprise applications, Agile development, Finance, Manager Technology, Management, SQL, technology management",Minimum of 5 years of experience in the technology field is required. 3+ years of busin...
487,Business Analyst,Fusion Plus Solutions,Hyderabad/Secunderabad,1-4,"Business Analyst, Accounting, Analytical, Agile, UAT, Monitoring, functional support, business analysis",Candidate should have >5 years experience in this work area and candidates with Enginee...
488,AEM Business Analyst,Fusion Plus Solutions,Hyderabad/Secunderabad,2-5,"CSS, jQuery, Business Analyst, Javascript, HTML, Agile methodology, WebEx, Technical documentation","AEM 5, CSS / SCSS, JavaScript / jQuery, Html, Agile experience, Strong Communication . ..."
489,Business Analyst Geospatial,Vassar Labs,Hyderabad/Secunderabad,5-10,"PDF, Business Analyst, CMS, Software development life cycle, SDLC, Business analysis, Software, Life cycle",Client Requirement Gathering and Prepare the BRD and FRD . Should be able to Coordinate...
490,Business Analyst,Zenexparteners,Hyderabad/Secunderabad,1-2,"Payroll, MS SQL, Business Analyst, Accounting, Analytical, Reconciliation, Financial planning, Vendor payments","Bachelors degree in Accounting, Economics, or Finance required Identify data points req..."
491,Business Analyst,Whizhunt Management Consultancy Services,Hyderabad,2-5,"Business Analyst, business analysis",4) Business Analyst Experience: 2-5 yrs Job Location: Hyderabad Education: B.E/ B.Tech/...
492,Business Analyst,Dealersocket,Hyderabad/Secunderabad,2-7,"Data analysis, Publishing, Staffing, Process improvement, Analytical, Scheduling, MS Office, Forecasting",Primary Objective of Position: Recommend controls and actions by identifying problems; ...
493,Business Analyst,Icanio Technologies,Hyderabad/Secunderabad,4-9,"User research, Web technologies, Business Analyst, Business analysis, Competitive analysis, Market research, Application development, HR",Freshers (MBA in HR preferable with an inclination towards IT) . . A minimum of 4 years...
494,Business Analyst,"Byteridge Software Pvt. Ltd.,","New Delhi, Hyderabad/Secunderabad",1-4,"Data analysis, Business Analyst, Analytical, Project management, Agile development, Deployment, Data processing, Stakeholder management",The Business Analyst is responsible for working with stakeholders to identify and analy...
495,Business Analyst,Vistex Asia Pacific,Hyderabad/Secunderabad,1-5,"SAP ERP, Interpersonal skills, Test scripts, Pharma, Analytical, Test scenarios, Life sciences, Troubleshooting",Be able to quickly understand and adopt to new business processes and work alongside ot...
496,Subject Matter Expert / Business Analyst,Ascental Solutions,Hyderabad,2-6,"Business Analyst, Subject Matter Expert, Electricals, business analysis, subject",Subject Matter Expert / Business Analyst Electrical Utility Systems Integratio
497,Business Analyst,N-Axis Software Technologies Pvt Ltd,"Hyderabad, Hyderabad/Secunderabad",5-10,"development, requirements, project manager, uml, enterprise architecture, project, objectives, business units",UML Knowledge is a must. . . .
498,Business Analyst,Virtue Soft,Hyderabad,3-8,"Computer science, ERP, Oracle SQL, Business analysis, IT projects, Workflow, ASP.Net, HTML",Requirements : MS or foreign equivalent in Computer Science / Engineering (any branch) ...
499,"Business Analyst, Materials",GE Appliances,Hyderabad/Secunderabad,3-5,"Business process, ERP, MS SQL, Lean manufacturing, Appliances, Analytical, Test cases, Business solutions","Proven technical, analytical, and problem-solving skills . Must be able to give example..."
500,Business Analyst,Navayuga Infotech,Hyderabad/Secunderabad,1-3,"Business process, Usage, Time management, Functional testing, Competitor analysis, Test case review, Manager Business Analyst, Visio","Closely working with internal teams including product manager, business analyst and dev..."
501,Business Analyst,N-Axis Software Technologies Pvt Ltd,Hyderabad,2-7,"development, requirements, project manager, uml, liaise, enterprise architecture, business processes, business units",Contribute to enterprise architecture development from a business needs point of view. ...
502,Business Analyst,Zessta Software Services,Hyderabad/Secunderabad,3-10,"Analyst, Business Analyst, Software services, Software, Business analysis, Analysis",Candidates with Bachelors degree in computer science and Masters in Business are prefer...
503,Business Analyst,Relic Consultancy Services,Hyderabad/Secunderabad,4-5,"Retail, tableau, RDBMS, Machine learning, E-commerce, QlikView, Stakeholder management, Analytics",Setup & maintain end-to-end data pipeline architecture on cloud and on-premises Buildin...
504,Business Analyst,Bodhtree,Hyderabad/Secunderabad,2-7,"Business Analyst, Banking, Conceptualization, Recruitment, business analysis",• Familiar with existing IT system functionalities and functional flows. Based on the u...
505,Business Analyst,Serole Technologies,Hyderabad/Secunderabad,2-5,"Business process, Reinsurance, Business Analyst, Social media, Software development life cycle, Design development, Risk analysis, SDLC",Eligibility : Candidates who are immediately available or with less than 30 days notice...
506,Business Analyst,Backbase,Hyderabad/Secunderabad,3-6,"Backend, Manager Quality Assurance, Front end, Business Analyst, Banking, Agile, banking products, Business banking","Youre a self-starter, you can take initiative without waiting for direction. . . . And ..."
507,Business Analyst,[x]cube Labs,Hyderabad,3-6,"Tracking, Business Analyst, Analytical, Technical, Doc, Charts, Project planning, MS Office",Basic Qualifications: Bachelor s degree is EngineeringMinimum 2- 3 years of Engineering...
508,Business Analyst,COA Network,Hyderabad,2-7,"Software testing, SQL queries, Business Analyst, Project management, SAAS, Agile, Scrum, Troubleshooting",Project management experience in a SCRUM environment2+ years of recent Business Analyst...
509,Business Analyst,Kagami,Hyderabad/Secunderabad,2-8,"Engineering services, Real estate construction, ERP, Business Analyst, Analytical, Venture capital, Engineering Design, Information technology",IT Degree and IT Certifications preferredHands on SQL and Good exposure to ERP across a...
510,Business Analyst (SFCM),Skillety,Hyderabad/Secunderabad,3-8,"Change management, Collateral management, Staffing, Techno functional, Project management, Agile, Sales process, Stored procedures",". Work on both internal and external (client) projects, gathering requirements and defi..."
511,Business Analyst (NAS),Skillety,Hyderabad/Secunderabad,5-7,"PMP, Business Analyst, Technical writing, Staffing, Time management, Project management, Agile, Stakeholder management",Adding value in productive way and should not be just an intermediary between the devel...
512,Business Analyst,Skillety,Hyderabad/Secunderabad,10-12,"Usage, Storyboarding, Architecture, Business Analyst, UML, Coding, Staffing, Web application",It is expected that person should be well versed to communicate with customer business ...
513,Business Analyst,Skillety,Hyderabad/Secunderabad,4-8,"Product management, QA, Business Analyst, Agile scrum, Coding, Staffing, Functional testing, product life cycle",Experience: 4 to 8 years with relevant BA experience of 3-5 years (looking for candidat...
514,Business Analyst,Skillety,Hyderabad/Secunderabad,7-12,"QA, Business Analyst, Business analysis, Staffing, SEPA, Finance, Agile, German",Play the BA and QA role effectively to perform the business analysis required and test ...
515,Business Analyst,N-Axis Software Technologies Pvt Ltd,Hyderabad,5-9,"development, requirements, project manager, uml, liaise, enterprise architecture, business processes, business units",UML Knowledge is a must. . . .
516,Business Analyst,Colruyt It Consultancy India,Hyderabad/Secunderabad,4-6,"Supply chain, Change management, Process optimization, Business Analyst, UML, Business analysis, IT projects, Test cases","Open to learn and adapt, embrace change as the only constant You must be fluent in Engl..."
517,Business Analyst,CVM Solutions,Hyderabad/Secunderabad,1-4,"Business process, Product management, Customer service orientation, Manager Quality Assurance, Analytical, Functional testing, Workflow, Application development",Please note this job description is not designed to cover or contain a comprehensive li...
518,Business Analyst,Merilytics,Hyderabad,1-5,"Usage, Excel, Performance management, data science, Business Analyst, Manager Technology, cxo, Marketing Executive",Solve interesting and hard problems across multiple industries and domains that keeps y...
519,Business Analyst,Jindal Intellicom,"Mumbai, Hyderabad/Secunderabad, New Delhi",7-12,"Business analysis, Project management, Analytical, Agile, Business process modeling, MS Office, User acceptance testing, Analytics","Requirements . Bachelors degree in computer science, engineering, or related Business A..."
520,Business Analyst - Cs,DAZN,Hyderabad/Secunderabad,8-12,"IT services, global operations, Business Analyst, Business analysis, Agile, Gap analysis, Customer service, JIRA","12 years of BA experience supporting business solution software, enhancing current prod..."
521,BUSINESS ANALYSTS,PC Media,Hyderabad/Secunderabad,5-10,"Root cause analysis, Google Analytics, Excel, Business Analyst, Customer satisfaction, Banking, payment gateways, SQL",BA with Banking and payment gateways experience 5+ years of experience 5 years of exper...
522,"Business Analyst, Clinical Pharmacology and Pharmacometrics",Bristol Myers Squibb,Hyderabad/Secunderabad,3-5,"Product management, Data analysis, SAS, Simulation, Business analysis, Pharma, Life sciences, Visio","Ability to demonstrate in-depth knowledge, expertise and analytical skills thereby esta..."
523,Business Analyst,Spotflock Technologies,Hyderabad/Secunderabad,1-3,"Product engineering, Business Analyst, Business analysis, Time management, Analytical, Microsoft applications, Machine learning, HTML",Monitoring deliverable and ensuring timely completion of projects. Business Analyst Req...
524,Business Analyst,Element Blue,Hyderabad,2-7,"HR administration, Administration, Sales, Business Analyst, Tool design, Workflow, HR, hrsd",Position: Business Analyst Experience: 2+ years Location: Hyderabad Primary Skills: Wor...
525,Business Analyst,N-Axis Software Technologies Pvt Ltd,Hyderabad,3-6,"web based, development, uml, idea, paas, business processes, team player, business analyst",. Should have at least five years of experience in designing databases for web based ap...
526,Business Analyst,Fusion Plus Solutions,Hyderabad/Secunderabad,3-7,"Service tax, Data analysis, Business analysis, Project management, Billing, Banking, Agile, Functional analysis",". Agile Delivery experience . Agile Delivery, Project Management . Domain . * . Banking..."
527,BUSINESS ANALYSTS,Unykloud Technologies,Hyderabad/Secunderabad,5-10,"Training, ERP, Business Analyst, Business analysis, Risk assessment, HR, Visio, Powerpoint","5 years of Business Analysis experience . Excellant documentation skills using Word, PP..."
528,Business Analyst,Husys Consulting,Hyderabad,5-6,"Training, Productivity, Production support, Business Analyst, Product implementation, Budgeting, Management, Talent management","Should have prior experience in handling product implementation, presales support and p..."
529,Business Analyst (Datawarehousing):,Openace,Hyderabad,2-7,"MS Office suite, Data analysis, Business Analyst, Business analysis, Mortgage, Writing skills, VISIO, Presentation skills","Business Analyst (Datawarehousing): Responsibilities: Business Analysis, Requirement Ga..."
530,Business Analyst,Oremus,Hyderabad/Secunderabad,2-4,"Computer science, Market analysis, Logistic regression, PDF, SAS, Test scripts, Hypothesis Testing, User acceptance testing",Requirements : . . Education and experience: Bachelors or Masters in a quantitative fie...
531,BUSINESS ANALYST,Rayven It Solutions,Hyderabad,2-5,"SAP, Business Analyst, Finance, Workflow, Monitoring, Productivity improvement, Investment, Testing",ANALYZE BUSINESS NEEDS TO RECOMMEND IMPROVEMENTS AND ENHANCEMENTS TO SOFTWARE SYSTEMS A...
532,Business Analyst,Elear Solutions And Detect Technologies,Hyderabad/Secunderabad,4-9,"Product Development, Presentation Skills, Software Development, Business Analyst, Use Cases, User Interface, Agile Development, Test Cases",Product Development is a key function for COCO and we would depend on as a Business Ana...
533,Business Analyst,Kay Bouvet Engineering,Hyderabad/Secunderabad,5-7,"Interpersonal skills, Business Analyst, Project management, Agile, Manager Technology, Life sciences, Research, Analytics",. Good in quantitative and qualitative aptitude Working SQL knowledge and experience wo...
534,Business Analyst,VoltusWave,Hyderabad/Secunderabad,1-3,"Accountancy, Financial statements, Excel, Business Analyst, Analytical, Microsoft applications, Leadership training, Management",com Computers or B.com graduates with computer skills or MBA (with Finance Specializati...
535,Business Analyst,CVM Solutions,Hyderabad/Secunderabad,2-5,"Business process, Product management, Customer service orientation, Manager Quality Assurance, Analytical, Functional testing, Workflow, Application development",The Business Analyst (BA) role supports the product development process by acting as a ...
536,Business Analyst,Wavelabs Technologies,Hyderabad/Secunderabad,5-7,"Interpersonal skills, Business Analyst, Project management, Agile, Infrastructure, Manager Technology, Life sciences, Research",. . Good in quantitative and qualitative aptitude Working SQL knowledge and experience ...
537,Business Analyst,Kore.ai,Hyderabad/Secunderabad,6-8,"Product management, Market analysis, Sales, Business Analyst, Coding, XML, Agile, Healthcare",Provide input to QA for creation of test plans and certification criteriaEXPERIENCE REQ...
538,Business Analyst,Skillety,Hyderabad/Secunderabad,1-3,"Business Analyst, Test strategy, Staffing, Defect tracking, System integration, Agile, Visio, MS Office",Requirements for Business Analyst (Mandatory): Experience in preparing Current and Futu...
539,Business Analyst - NCL VEKA,NCL Veka,Hyderabad/Secunderabad,9-14,"Data analysis, Business analysis, Competitive analysis, Analytical, Market research, Budgeting, Forecasting, Variance analysis","Minimum Quailfication B Tech (Mechanical), MBA Finance from a good Business SchoolCerti..."
541,Business Analyst,Wavelabs Technologies,Hyderabad/Secunderabad,5-9,"Data analysis, Business Analyst, management, Analytical, Artificial Intelligence, Machine learning, Agile, Manager Technology",. . . . . . . . . . . A willingness to learn and adopt the best practices in statistics...
542,Business Analyst,Qwipo,Hyderabad/Secunderabad,5-10,"Agile scrum, Business Analyst, Business analysis, devops, Team development, E-commerce, Technology solutions, Management","5+ years working in an agile environment, strong agile mindset, Scrum certification lik..."
543,Business Analyst,Quixy,Hyderabad,1-3,"Business process, PDF, Functional testing, Analytical, Customer support, Visio, microsoft, JIRA","We are looking for a business analyst who Elicits, analyses, specifies, and validates t..."
544,Business Analyst,Wavelabs Technologies,Hyderabad,5-9,"Data analysis, Business Analyst, management, Analytical, Artificial Intelligence, Machine learning, Agile, Manager Technology",. . . . . . . . . . . A willingness to learn and adopt the best practices in statistics...
545,Business Analyst,Technovert,Hyderabad/Secunderabad,1-3,"Business Analyst, Corporate, Manager Technology, technology management, technology, business analysis, management","Evaluating business processes, anticipating requirements, uncovering areas for improvem..."
546,Business Analyst,Spotflock Technologies,Hyderabad/Secunderabad,3-8,"C++, Front end, Subversion, Debugging, Javascript, Agile, HTML, Scrum",Preferred . Experience in development of Android / iOS applications and have deployed t...
547,Business Analyst,LeadWinner,Hyderabad/Secunderabad,2-4,"Front end, DOM, Javascript, HTML, Application development, MVC, Information technology, Software services",We are open to offer for Work From Home provision for starting 6 monthsRequired Skills ...
548,Business Analyst,Krazy Mantra,Bangalore/Bengaluru,5-10,"Functional, Policies, Business Analyst, Medicaid eligibility policies, Medicaid, Business analysis","Knowledge of Integrated Eligibility (Medicaid, Snap/Tanf or Child Care) is must 5 + yea..."
549,Business Analyst,Human Horizon,"Hybrid - Mumbai, Maharashtra, Gurgaon/ Gurugram, Haryana, Bangalore/Bengaluru",7-12,"Requirement Gathering, User Stories, Wireframing, Brd, FRD, Requirements, Business analysis, Usage","Strong experience in Business Analyst. Must have experience in BRD, FRD, user stories, ..."
550,Business Analyst || Exp required 3+ yrs || Ahmedabad,Sunrise Job Consultancy,"Ahmedabad, Gujarat",3-8,"Agile Methodology, JIRA, Business Analysis, Business Analytics, Exp, Agile, Analysis, Analytics",Strong analytical and problem-solving skills. Experience with project management tools ...
551,Business Analyst - SQL,Okda Solutions,Hyderabad/Secunderabad,5-8,"SQL.dba, Business Analyst, SQL queries., SQL queries, SQL, Business analysis, Query",- Experience in analysing data to draw business-relevant conclusions and in data visual...
552,Business Analyst,Iitjobs Inc.,Hybrid - Hyderabad/Secunderabad,8-10,"snowflake, database management, tableau, sql coding, business analysis, DBMS, Management, SQL","Job descriptionUrgent openings for Business Analyst position-Skills: SQL Coding, Snowfl..."
553,Business Analyst,Clarity Consulting,Hyderabad/Secunderabad,4-8,"Requirement Gathering, Business Analysis, Analysis, Requirements",Proven experience supporting end-to-end marketing technology projectsExperience in Adob...
554,Business Analyst,Green Leaf Consultants,Mumbai (All Areas),5-10,"analyst, Analysis, Business analysis",Work Closely with Internal & External stakeholder teams to capture the business require...
555,Business Analyst,Talent Corner Hr Services,"Hyderabad/ Secunderabad, Telangana",4-6,"Marketing sales, marketing collaterals, sales, marketing, business analysis",Roles and Responsibilities Looking for Business Analyst for NGO. should have 4 to 6 yrs...
556,Business Analyst,BNP Paribas,Mumbai,7-9,"Production support, Business analysis, Event management, Project management, Analytical, Swaps, Manager Quality Control, Risk management",The candidate must also be comfortable with Agile practices
557,LoanIQ - Business Analyst,Infosys,Pune,2-7,"LoanIQ, Business Analysis, functional architecture, chartered accountant, Business Analyst, business management, it transformation, accounting","Bachelor of Engineering, Bachelor Of Technology (Integrated), Bachelor Of Business Adm...."
558,PLM Business Analyst,Danfoss,"Chennai, Tamil Nadu",4-8,"Change Management, TCRA, Product Life Cycle Management, PLM, teamcenter, SAP, Life cycle, Change","Masters or Bachelor s engineering degree in Mechanical, Electronics, Computer / ITVery ..."
559,Business Analyst,Mobisap Infotech,Pune,1-3,"IT services, SAN, Head Business Development, Business Analyst, SOC, System analysis, CRM, Analysis","Demonstrate experience in requirement elicitation, system analysis and translating busi..."
560,ESG User Case Assessment Business Analyst,Deutsche Bank,Pune,2-6,"Business analysis, Reconciliation, Agile, Test cases, Visio, data mapping, JIRA, User acceptance testing",Analyse complex datasets to derive insights to support requirement definition by comple...
561,Business Analyst,BNP Paribas,Mumbai,3-4,"Business process, Automation, Process optimization, French, Business analysis, Project management, Analytical, Project delivery",Bachelor Degree or equivalent . The BOOST Fronting_IT_PM_BA should have at least 3 year...
562,Business Analyst - Merchandising,Malabar Group,Calicut/Kozhikode,8-13,"demand forecasting, business analyst, Inventory Analysis, Analytics, Power Bi, Sku, merchandising, Forecasting",ROLE OBJECTIVE:To provide data-driven analytical inputs to Merchandising team by unders...
563,PLM Business Analyst,Danfoss,Chennai,4-8,"PLM, Business analysis","Danfoss Drives is looking for a PLM Business Analyst, who would be to specify and deplo..."
564,Business Analyst,Agile Airport Services,Gurgaon/Gurugram,5-7,"Business administration, Business Analyst, Project management, Analytical, Agile, Customer experience, Business intelligence, Monitoring",Analyzing and evaluating the current business processes a company has and identifying a...
565,Business Analyst,Majestic People Infotech,Coimbatore,1-4,"BA, Business analysis",Collaborate with stakeholders to understand business needs and requirements Conduct res...
566,Business Analyst,Hdfc Bank,"Hybrid - Chennai, Tamil Nadu",3-8,"Brd, uat, business analysis, User Acceptance Testing, fsd, Requirement Gathering, test cases, FRD",. To understand the requirement and FSD . More than 3 years relevant work experience
567,Business Analyst,BNP Paribas,Mumbai,5-15,"Unix, Costing, Linux, Business analysis, Trade finance, Analytical, Workflow, Scheduling",. . . . . 5-8 year s minimum experience of Trade finance products. . . . . . . . Good K...
568,Business Analyst,Capco,Remote,7-12,"Data analysis, Business analysis, Bfsi, Agile, Gap analysis, Capital market, Asset management, Test cases",Technical skills Required: . . Strong BA in Agile Must have worked with Senior Stakehol...
569,Business Analyst,Capco,Mumbai,3-6,"Relationship management, Data analysis, Collateral management, Business analysis, Investment banking, Capital market, Asset management, MS Office",Lead business requirement gathering session and document requirements to create busines...
570,Business Analyst,Phoenix Knowledge Management,Pune,2-6,"Computer science, Supply chain management, Visual Basic, Business Analyst, Functional testing, Analytical, Programming, Operations",Provide application (functional) training to end users and technology teams . . Bachelo...
571,MAPPING - Business Analyst,Michelin,Pune,1-4,"French, Software packages, Business Analyst, Project management, Analytical, Agile, Manager Technology, Management","Hands on experience with Agile tools JIRA, KANBAN, Gitlab and Confluence etc . Should b..."
572,Business Analyst,Optimum Info,Noida,4-6,"Field operations, Financial statements, Business Analyst, Financial analysis, MS Office tools, Customer service, Subject matter expertise, Automotive",The Business Analyst will acquire subject matter expertise on Optimum s products and wo...
573,Business Analyst,Essenware Private Limted,Pune,1-3,"apache camel, Networking, Enterprise integration, Business Analyst, Architecture, Cloud, Spring, Middleware",Prior experience of implementing integration solutions on any of the middleware technol...
574,Business analyst,Digit Insurance,Trivandrum/Thiruvananthapuram,3-5,"Business process, Solution design, insurance processing, Claims, Sales, Business Analyst, Underwriting, Process development",Requirement s elicitation and System solution designingExpertise in any one of the proc...
575,Business Analyst,Phoenix Knowledge Management,"Pune, Pune",2-7,"functional testing, development, functional, requirements, end users, business systems, procedures, operational",Should be able to independently execute business analyst projects and generate report s...
576,Business Analyst,RG Infotech,Jaipur,1-4,"Customer acquisition, Business Analyst, Project management, Web development, Feasibility analysis, Digital marketing, Software solutions, Analytics",Requirements :- . . Should have good knowledge of online bidding on portals (Freelancer...
577,Business Analyst,Lilac Infotech,Kozhikode,3-5,"SAN, French, Sales, Business Analyst, Analytical, Leadership training, Production, Cook",Must have 3-5 years of experience in the same field.
578,Business Analyst,Lilac Infotech,Calicut/Kozhikode,1-6,"Digital media, SAN, Media marketing, French, Online marketing, Analytical, Social media, Web development","Post Graduate, Graduate or holder of UGC approved Diploma in Mass Media / MarketingGoog..."
579,Business Analyst,BNP Paribas,Mumbai,3-7,"Production support, Business Analyst, Analytical, Retail banking, Back office, Workflow, User acceptance testing, Financial services",". Liaising with users and internal counterparts from Finance, IT and Operations as requ..."
580,Business Analyst,BNP Paribas,Chennai,1-4,"Business process, Application support, Incharge, Business Analyst, Senior Analyst, Retail banking, Scheduling, Management",Bachelor Degree or equivalent . Experience Level . At least 10 years . .
581,BUSINESS ANALYST,Essenware Private Limted,Chennai,5-9,"Business Analyst, Budgeting, Business analysis","Evaluating business processes, anticipating requirements, uncovering areas for improvem..."
582,Business Analyst,Olam International,Chennai,2-5,"Business process, Supply chain, IT services, Business services, captive unit, agribusiness, big data analytics, Process improvement","Evaluating business processes, anticipating requirements, uncovering areas for improvem..."
583,Business Analyst,Olam International,Chennai,2-5,"Business process, Supply chain, IT services, Business services, agribusiness, big data analytics, Process improvement, Functional testing","Evaluating business processes, anticipating requirements, uncovering areas for improvem..."
584,Business Analyst,BNP Paribas,Mumbai,2-5,"Wealth management, Business analysis, Analytical, Back office, Asset management, Visio, microsoft, Information technology",To ensure that the candidate performs the Business analysis and requirements on Account...
585,Business Analyst,Travanleo Info Solutions India,Trivandrum/Thiruvananthapuram,1-3,"Analytical skills, B2B, Business Analyst, Time management, Analytical, data visualization, Management, Stakeholder management",. . . . . Should Visualize a B2B application end to end. . . . . . . . Must have experi...
586,Business Analyst,Isha Foundation,Remote,1-4,"Training, Excel, Business Analyst, Analytical, Agile, Manager Technology, business rules, UAT",Bachelor Degree . .
587,Business Analyst,Treta Infotech,Surat,3-5,"Business Analyst, MS Visio, Business analysis, Project management, Analytical, Market research, SEM, Budgeting",Required Skills . Minimum 3 years of experience as business analyst
588,Business Analyst,Capco,Pune,3-6,"Training, Change management, Business Analyst, Focus, Consulting, SPC, Agile, Scrum",Transformation Coach The CFO Agile transformation team consists of 7 Agile coaches and ...
589,Business Analyst,Phoenix Knowledge Management,"Pune, Pune",2-5,"functional testing, development, detailing, financial s, supply chain management, procedures, specification, operational",Should be able to independently execute business analyst projects and generate report s...
590,Business Analyst,Glocalview Infotech,Noida,2-5,"Data conversion, Business analysis, UML, Testing tools, Process improvement, Configuration management, Workflow, Gap analysis",Scope managing . System documentation design . Functionality validation vs requirement ...
591,Manager- Business Analyst,Agile Airport Services,Gurgaon/Gurugram,1-6,"Automation, Manager Business Analyst, Manager Technology, Budgeting, Forecasting, Cost, Monitoring, technology management",Provide support in terms of regular and adhoc analysis and detailed reports on required...
592,Business Analyst,Hitachi Energy,Chennai,2-5,"Procurement, System testing, AutoCAD, CAD, Agile, Microstation, Scrum, Windows",minimum 5 years working in a software development team preferably using an agile proces...
593,Business Analyst - Manufacturing Firm,Perfect Placer,Delhi / NCR,3-5,"Business Analysis, project management, Supply Chain Planning, business Planning, troubleshooting, Supply Chain, financial statements, Finance","MBA or CWA or CA (Inter) 3 years Experience & Strong knowledge of business processes, w..."
594,Business Analyst,Nexplace Info,Delhi / NCR,3-6,"business analyst, Business analysis",Roles and Responsibilities Manage small to medium scale projects (less than 1500 Hours ...
595,Business Analyst,SKF Technologies,Bangalore/Bengaluru,5-8,"Business process, Supply chain, ERP, SAP, Business Analyst, Process improvement, Analytical, Business intelligence",". Bachelors degree in Computer Science, Information Technology, or a related field . St..."
596,Business Analyst,MSys Technologies,Bangalore/Bengaluru,8-11,"product marketing, Business Analysis, Analysis, Marketing",Must be good at making presentations on PowerPointOther duties as may be assigned. Comp...
