,Job_Role,Company,Location,Job Experience,Skills,Job_Description
110,Business Analyst,DAZN,Hyderabad/Secunderabad,8-13,"Data analysis, Quality standards, Front end, Manager Quality Assurance, Business Analyst, Manager Technology, Market research, Information technology","As a Business Analyst at DAZN, you will be responsible for bridging the gap between the..."
111,Business Analyst-Finacle,Response Informatics,Hyderabad/Secunderabad,1-5,"LMS, Business Analyst, Banking, Database, Finacle, Management, SQL, DBMS",Should be aware about the different modules of Finacle 2 . Must have basic understandin...
112,Business Analyst,NewVision Softcom &amp;amp;amp;amp; Consultancy,Hyderabad/Secunderabad,3-5,"Product management, operational support, Business Analyst, Analytical, Agile, Workflow, Scrum, Visio","In this rapidly evolving world, New Vision is always looking for new ways to disrupt th..."
113,Business Analyst - SQL/Python,Welink,Hyderabad/Secunderabad,1-3,"SQL, Data Science, Business Intelligence, Power BI, Business Analyst, MIS, Data Management, Python",Job Summary- Business Analysts to translate numbers into trends and insights. - Every b...
114,Business Analyst(Service Now),Nisum Technologies,Hyderabad/Secunderabad,2-5,"Training, Business analysis, Analytical, Diversity and Inclusion, digital strategy, Medical insurance, User acceptance testing, Team building",Bachelor s degree in business or related field or an MBA. Benefits Minimum of 5 years o...
115,Business Analyst(Governance),Nisum Technologies,Hyderabad/Secunderabad,3-6,"Training, Business analysis, Analytical, Diversity and Inclusion, digital strategy, Medical insurance, User acceptance testing, Team building",Bachelor s degree in business or related field or an MBA. Benefits Minimum of 5 years o...
116,Business Analyst,First American,Hyderabad/Secunderabad,1-4,"Project reports, Business Analyst, Database management, Back office, Technology solutions, Research, Document control, Analytics","Maintain document control, database management, track project activities and team Gathe..."
117,Business Analysts,Agilon Consulting,Hyderabad/Secunderabad,2-6,"Interpersonal skills, Business Analyst, Business analysis, Interpersonal Skill, Analysts, Interpersonal",Writing user stories. Good Written and verbal communication. Good interpersonal skills....
118,Immediate Requirement For Business Analyst/Keylent/Hyderabad,Keylent,Hyderabad/Secunderabad,2-7,"requirement gathering, gap analysis, business analysis, reporting, Analysis, Requirement analysis, Gap, Requirements","JD : Creating a detailed business analysis outlining problems, opportunities, and solut..."
119,Business Analyst,Syngymaxim,Hyderabad/Secunderabad,5-8,"Business Analyst, Business analysis, Analytical, Project management, User acceptance testing, Cost, Monitoring, Usage",Business Analyst Requirements . A bachelors degree in business or related field or an M...
120,Business Analyst,Mancer Consulting Services,"Hyderabad/ Secunderabad, Telangana",9-14,"Commercial Banking, sdlc life cycle, agile methodology, Life cycle, Agile, SDLC, Business analysis, Commercial",. 9+ Years of total work experience with preferably for Workflow implementationShould h...
121,Duck Creek Policy Business Analyst,Aggne Global It Services,"Hyderabad/ Secunderabad, Telangana",5-10,"Pc Insurance, duck creek, Dct, PC, Business analysis, Insurance","Experience in test planning and execution, including creating test cases and conducting..."
122,Business Analyst,Sundaram Finance (SFL),Chennai,2-5,"agile process, client handling, Use Cases, Business Analysis, Presentation Skills, Business Requirement Analysis, Requirement Gathering, Stakeholder Management",Requirement Gathering experience. Candidate with minimum 2 years experience in Banking/...
123,Business Analyst,Tanla Platforms,"Mumbai, Hyderabad/Secunderabad",3-6,"Product management, SQL queries, Business Analyst, SAAS, Manager Technology, SOW, Management, Business applications","3-6 years experience in defining and managing core products or business applications, e..."
124,Business Analyst,L A Consultancy,"Kochi/Cochin, Chennai, Bangalore/Bengaluru",2-5,"data source integration, Technical Design Documentation, Prototype Design, Business Analyst, UML, Wireframe, visual development, Prototype Development",TotalRelevant work exp (in years) : Present salary CTC PA : Expected salary CTC PA : No...
125,Business Analyst,TEAM RECRUITERS,Mumbai,3-7,"Business Analysis, NISM, derivatives, risk management, analytical, equity trading, Analysis, Analytics",Education: B Tech in CS / MBA. Requirements: Education: Bachelor s degree in Business A...
126,Business Analyst Training,Bacentric,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-4,"Training, Customer Service, Business Analyst, business analysis",Collaborate with business stakeholders to identify and understand business needs and re...
127,CMDB Business Analyst,Athena Consultancy Services,"Noida, Chennai, Bangalore/Bengaluru",7-12,"Business Analyst, CMDB, Snow, business requirements, Servicenow Business Analyst, Servicenow, CMDB solutions, Discoverer",. Will be available for video interview on weekdays. Work location - Bangalore / Noida/...
128,Business Analyst,Classic Search,"Hybrid - Bangalore/ Bengaluru, Karnataka",3-7,"Requirement Gathering, JIRA, Technical Documentation, Sprint Planning, Ecommerce Marketing, Agile Management, Documentation, Asana","Preferred candidate profile . Bachelors degree in Business Administration, Management, ..."
129,Business Analyst - TPA,PVP Hr Services (opc),"Hyderabad/ Secunderabad, Telangana",5-7,"Tpo, Business Analyst, Business analysis, TPA",We are seeking an experienced Business Analyst Cum Project Manager to oversee and manag...
130,Business Analyst,Alp Consulting,Remote,5-10,"Regulatory Reporting, Basel Iii, Business Analysis, Analysis, III, Reporting, Regulatory, Basel",Experience - 5 to 16 years.
131,Business Analyst- Navi Mumbai-WFO,Tech Mahindra,"Navi Mumbai, Maharashtra",9-13,"Corporate Banking, Swift, Payment Domain, Payments, Business analysis, Corporate, DNS","Post graduate, MBAHands on experience in Business Analysis, Requirement Gathering, Prep..."
132,Manager-Business Analyst,Novartis,Hyderabad/Secunderabad,4-7,"Data analysis, ERP, PMP, Business analysis, Project management, Business analytics, Process improvement, Business intelligence","Ensuring compliance with industry regulations and standards, such as ISO 9001 and Good ..."
133,Business Analyst,Bow and Baan,Chennai,0-2,"Documentation, Programming, Client Communication, Project Management, Requirement Gathering, Flow Charts, Report Preparation, Business Analysis","Wanted female candidates with good communication, strong knowledge in MS office, BA Cer..."
134,Caliper BSL: Business Analyst,Aarushi Infotech,Bangalore/Bengaluru,0-3,"Supply chain, Procurement, Mining, Telecom, Supply chain management, Business analysis, EPC, FMCG","Self-motivated, good communication, ability to work / co-ordinate with top leadership t..."
135,Business Analyst,Vatsal Technosoft,"Kolkata, Mumbai, Indore, Pune, Ahmedabad, Surat, Bangalore/Bengaluru, Vadodara",0-1,"Analytical skills, Excel, Prototype, Business Analyst, Research, client reporting, analytical skill, client",Good Communication Skills Should have the knowledge of biding of projects . Should have...
136,Hiring For Network Business Analyst with 5+ yrs of Experience,2coms,"Mumbai, Thane",5-10,"Network Transformation and business analyst and PMO, Hiring, Transformation, Network Transformation, PMO, Business analysis, Networking",. We are hiring for the position of Network Business Analyst with a minimum of 5+ years...
137,Business Analyst,Futuretek Commerce Pvt Ltd.,"Jaipur, Rajasthan",1-4,"Business Analytics, Brd, FRD, Business analysis, Analytics",- Technical Solutions for business - Tech Solution to Clients - Budgeting and forecasti...
138,Business Analyst - SaaS and PaaS,Meritus Management Service,Mumbai (All Areas),3-5,"Business Analytics, SAAS, PAAS, Requirement Gathering, Requirements, Business analysis, Analytics","Requirement Gathering Data Analysis - Analyses business data to identify patterns, corr..."
139,Business Analyst,Incede Software And Consulting (opc),"Pune, Maharashtra",7-12,"Business Analytics, Business Reporting, Data Analysis, Advanced Excel, Powerpoint, MIS Reporting, Analysis, Analytics","Proficiency in data analysis, MIS, dashboard creation & presentations. Advanced knowled..."
140,Urgent Opening Business Analyst - Reputed Pharma Company at Kandivali,Jain Manpower Consultants,Mumbai (All Areas),2-7,"business analyts, Business Analytics, senior business lead, Market Research, Business Analysis, Marketing, Senior, Research",Analyzing Businessdatasets to provide timely insights and recommendations.Responsible f...
141,Business Analyst,Vacancieshub Hrm Solutions,"Trivandrum/ Thiruvananthapuram, Kerala",2-4,"Business Analyst, Business Analytics, Analytics, Business analysis",We are seeking a highly skilled and analytical Business Analyst to join our team. As a ...
142,Business Analyst,Cloudester Software Llp,Vadodara,5-10,"wireframes, writing SRS, Requirement gathering, IT Business Analyst, Use diagrams, Business Analyst, Use Cases, SRS","Should have 5+ years of experience in requirement gathering, wireframes, mockups, writi..."
143,Business Analyst,Central Business Solutions,Remote,10-12,"IT Business Analyst, Data analysis, Cloud, query, Business intelligence, Business solutions, Data warehousing, Analytics",Should be Graduate degree holder . Should have more than 10-12 years of hands-on IT Bus...
144,Business Analyst,Corestream,Remote,2-3,"Product management, Analytical skills, Payroll, Agile, Manager Technology, Technology solutions, Stakeholder management, Business Technical Analyst",Occasional travel of up to 10% might be required for team events or in-person working s...
145,Business Analyst,Principal Global Investors,Pune,5-9,"Automation, Business Analyst, Business analysis, Agile, Analysis",". Bachelors degree or equivalent experience required, plus . 2+ years related experienc..."
146,Fraud Business Analyst,Standard Chartered Bank,"Hybrid - Bangalore/ Bengaluru, Karnataka",5-7,"Fraud Business Analyst, Detailed Business/Product analysis, SWIFT payment, stakeholder management",Role Specific Technical Competencies Role & responsibilities Job RoleThe role will be r...
147,Business Analyst - Plsql+XML,Accelya,"Pune, Maharashtra(Kalyani Nagar)",4-9,"XML, PLSQL, Business analysis","As a Business analyst, you will be using a more focused set of techniques or methodolog..."
148,Business Analyst || 3+ years || Gurgaon,Eicore Technologies,Gurgaon/Gurugram,3-7,"Brd, FSD, Business Analysis, Excel, VBA, business problems, Requirement Analysis, SQL",Good communication / problem solving / analytical bent of mindBachelors/ Masters degree...
149,Job Opening (CA Inter) || Business Analyst,Polyplex,Noida,4-6,"Accounts Receivable, transactions, Accounts Payable, business analysis, variance analysis, IFRS, finance, Analysis",Day to Day transaction related to AP/AR.Preparation of adhoc reports/analysis work requ...
150,Business Analyst,Octalsoft,Ahmedabad,2-5,"Business Analysis, data analysis, PLSQL, SQL, Data, Analysis",Experience defining requirements and using data and metrics to draw business insights A...
151,Business Analyst,Enterprise360,Kochi/Cochin,4-6,"Software testing, Manager Quality Assurance, Web technologies, Business Analyst, Business analysis, Technical writing, IT consulting, Strategic planning",Minimum 4 + years of experience in the technical domain . Must have excellent understan...
152,Content Analyst/ Business Analyst,Solytics Partners,"Hybrid - Pune, Maharashtra",2-5,"BRD, business analyst, BFSI, Research Analysis, content analyst, business analysis, FRD, Market Analysis","Content Analyst would work as the organisations expert on learning and development, pro..."
153,RA Aviation Business Analyst,Shell,Chennai,3-5,"Business Analysis, financial management, financial forecasting, Analysis, Finance, RA, Aviation, Forecasting",The RoleAviation Business analyst is responsible for supporting the delivery of PAR for...
154,Project Coordinator/Business Analyst,Central Business Solutions,Remote,1-4,"Project Coordinator, Analyst, ERP, Business Analyst, Director, HR, JIRA, Business solutions",Preferred Qualifications: . Analyst experience / mindset Coordinating experience D365 e...
155,Business Analyst,Central Business Solutions,Remote,1-4,"Data migration, Business Analyst, Project management, Manager Program Management, Project planning, Visio, Customer service, Risk management","Excellent customer service skills required . Experience with O365 Suite, MS Teams, Shar..."
156,Business Analyst,Central Business Solutions,Remote,1-4,"Training, Business Analyst, Deployment, Business solutions, Business analysis",work with Skype for Business deployment team to help with the deployment. Gathering req...
157,Business Analyst,Central Business Solutions,Remote,2-7,"Business process, Product management, Change management, Service level, Business Analyst, Helpdesk, Analytical, Project management","The requirements listed below are representative of the knowledge, skill, and / or abil..."
158,Business Analyst,Sea And Beyond,Mumbai,3-5,"Business Analyst, Freight forwarding, Freight, Forwarding, Business analysis","Preferably an MBA /Post GraduationCandidate must be smart with proven capability, good ..."
159,Business Analyst - Life Asia,Planit Testing India,Mumbai,3-8,"Application testing, Manual testing, Business Analyst, Quality systems, Quality engineering, Agile, Wellness, IT architecture","As a Functional Tester, you will consult to our top tier client base, covering all area..."
160,Business Analyst,Synoverge Technologies,Ahmedabad,3-6,"Business process, Analytical skills, Quality standards, Project implementation, Business Analyst, Client coordination, Budgeting, Project life cycle","The purpose of this role is to understand the customer requirement, evaluate business p..."
161,Business Analyst,Acme Services,Mumbai,1-5,"Project development, Business Analyst, Project management, Process improvement, Healthcare, Business process mapping, data visualization, Management",- Requirement Elicitation for Healthcare projects - Creating business requirement docum...
162,Business Analyst - Gurgaon at Sahibandhu fintech (Manipal Group),Sahibandhu Fintech Services,Gurgaon/Gurugram,3-8,"Requirement Gathering, Business Planning, BRD, SRS, Pre Sales, FRD, Sales, Fintech","Responsible for requirement gathering & elicitation, development of models of business ..."
